PlayerID	PlayerName	Type	Reason	TeamAPI	Team	TeamID	FixtureID	FixtureDate
153434	W. Fish	Missing Fixture	Ankle Injury	Manchester United	Man United	33	1208021	2024-08-16T19:00:00+00:00
288006	R. Hojlund	Missing Fixture	Muscle Injury	Manchester United	Man United	33	1208021	2024-08-16T19:00:00+00:00
37145	T. Malacia	Missing Fixture	Knee Injury	Manchester United	Man United	33	1208021	2024-08-16T19:00:00+00:00
891	L. Shaw	Missing Fixture	Health problems	Manchester United	Man United	33	1208021	2024-08-16T19:00:00+00:00
342970	L. Yoro	Missing Fixture	Ankle Injury	Manchester United	Man United	33	1208021	2024-08-16T19:00:00+00:00
889	V. Lindelof	Questionable	Injury	Manchester United	Man United	33	1208021	2024-08-16T19:00:00+00:00
126791	N. Broadhead	Missing Fixture	Thigh Injury	Ipswich	Ipswich	57	1208022	2024-08-17T11:30:00+00:00
138836	H. Clarke	Missing Fixture	Achilles Tendon Injury	Ipswich	Ipswich	57	1208022	2024-08-17T11:30:00+00:00
20167	J. Donacien	Missing Fixture	Groin Injury	Ipswich	Ipswich	57	1208022	2024-08-17T11:30:00+00:00
8794	G. Hirst	Missing Fixture	Knee Injury	Ipswich	Ipswich	57	1208022	2024-08-17T11:30:00+00:00
326763	C. Humphreys	Questionable	Injury	Ipswich	Ipswich	57	1208022	2024-08-17T11:30:00+00:00
334729	B. Clark	Missing Fixture	Back Injury	Liverpool	Liverpool	40	1208022	2024-08-17T11:30:00+00:00
1117	K. Tierney	Missing Fixture	Muscle Injury	Arsenal	Arsenal	42	1208023	2024-08-17T14:00:00+00:00
2597	T. Tomiyasu	Missing Fixture	Knee Injury	Arsenal	Arsenal	42	1208023	2024-08-17T14:00:00+00:00
41725	F. Vieira	Questionable	Groin Injury	Arsenal	Arsenal	42	1208023	2024-08-17T14:00:00+00:00
380653	L. Chiwome	Missing Fixture	Ankle Injury	Wolves	Wolves	39	1208023	2024-08-17T14:00:00+00:00
385726	E. Gonzalez	Missing Fixture	Knee Injury	Wolves	Wolves	39	1208023	2024-08-17T14:00:00+00:00
7722	S. Kalajdzic	Missing Fixture	Knee Injury	Wolves	Wolves	39	1208023	2024-08-17T14:00:00+00:00
130	N. Semedo	Missing Fixture	Red Card	Wolves	Wolves	39	1208023	2024-08-17T14:00:00+00:00
330412	Chermiti	Missing Fixture	Ankle Injury	Everton	Everton	45	1208024	2024-08-17T14:00:00+00:00
18758	S. Coleman	Missing Fixture	Calf Injury	Everton	Everton	45	1208024	2024-08-17T14:00:00+00:00
895	J. Garner	Missing Fixture	Calf Injury	Everton	Everton	45	1208024	2024-08-17T14:00:00+00:00
138417	N. Patterson	Missing Fixture	Thigh Injury	Everton	Everton	45	1208024	2024-08-17T14:00:00+00:00
17661	J. Branthwaite	Questionable	Groin Injury	Everton	Everton	45	1208024	2024-08-17T14:00:00+00:00
70747	J. Enciso	Missing Fixture	Knee Injury	Brighton	Brighton	51	1208024	2024-08-17T14:00:00+00:00
18973	S. March	Missing Fixture	Knee Injury	Brighton	Brighton	51	1208024	2024-08-17T14:00:00+00:00
129058	B. Verbruggen	Missing Fixture	Injury	Brighton	Brighton	51	1208024	2024-08-17T14:00:00+00:00
46731	P. Estupinan	Questionable	Ankle Injury	Brighton	Brighton	51	1208024	2024-08-17T14:00:00+00:00
129643	E. Ferguson	Questionable	Ankle Injury	Brighton	Brighton	51	1208024	2024-08-17T14:00:00+00:00
138815	T. Lamptey	Questionable	Injury	Brighton	Brighton	51	1208024	2024-08-17T14:00:00+00:00
38734	S. Botman	Missing Fixture	Knee Injury	Newcastle	Newcastle	34	1208025	2024-08-17T14:00:00+00:00
18894	J. Lascelles	Missing Fixture	Knee Injury	Newcastle	Newcastle	34	1208025	2024-08-17T14:00:00+00:00
328105	L. Miley	Missing Fixture	Back Injury	Newcastle	Newcastle	34	1208025	2024-08-17T14:00:00+00:00
31146	S. Tonali	Missing Fixture	Suspended	Newcastle	Newcastle	34	1208025	2024-08-17T14:00:00+00:00
2939	C. Wilson	Missing Fixture	Back Injury	Newcastle	Newcastle	34	1208025	2024-08-17T14:00:00+00:00
105971	G. Bazunu	Missing Fixture	Achilles Tendon Injury	Southampton	Southampton	41	1208025	2024-08-17T14:00:00+00:00
295	A. Lallana	Questionable	Injury	Southampton	Southampton	41	1208025	2024-08-17T14:00:00+00:00
45078	R. Stewart	Questionable	Injury	Southampton	Southampton	41	1208025	2024-08-17T14:00:00+00:00
199837	K. Sulemana	Questionable	Ankle Injury	Southampton	Southampton	41	1208025	2024-08-17T14:00:00+00:00
1150	T. Adams	Missing Fixture	Back Injury	Bournemouth	Bournemouth	35	1208026	2024-08-17T14:00:00+00:00
18870	D. Brooks	Missing Fixture	Shoulder Injury	Bournemouth	Bournemouth	35	1208026	2024-08-17T14:00:00+00:00
47499	E. Unal	Missing Fixture	Ankle Injury	Bournemouth	Bournemouth	35	1208026	2024-08-17T14:00:00+00:00
2869	E. Alvarez	Missing Fixture	Thigh Injury	West Ham	West Ham	48	1208027	2024-08-17T16:30:00+00:00
1904	B. Kamara	Missing Fixture	Knee Injury	Aston Villa	Aston Villa	66	1208027	2024-08-17T16:30:00+00:00
19179	T. Mings	Missing Fixture	Knee Injury	Aston Villa	Aston Villa	66	1208027	2024-08-17T16:30:00+00:00
19362	J. Dasilva	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208028	2024-08-18T13:00:00+00:00
19346	R. Henry	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208028	2024-08-18T13:00:00+00:00
44871	A. Hickey	Missing Fixture	Thigh Injury	Brentford	Brentford	55	1208028	2024-08-18T13:00:00+00:00
196156	I. Thiago	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208028	2024-08-18T13:00:00+00:00
19974	I. Toney	Missing Fixture	Coach's decision	Brentford	Brentford	55	1208028	2024-08-18T13:00:00+00:00
311157	Matheus Franca	Missing Fixture	Muscle Injury	Crystal Palace	Crystal Palace	52	1208028	2024-08-18T13:00:00+00:00
67972	C. Gallagher	Missing Fixture	Injury	Chelsea	Chelsea	49	1208029	2024-08-18T15:30:00+00:00
329347	O. Kellyman	Missing Fixture	Injury	Chelsea	Chelsea	49	1208029	2024-08-18T15:30:00+00:00
278133	O. Bobb	Missing Fixture	Leg Injury	Manchester City	Man City	50	1208029	2024-08-18T15:30:00+00:00
44	Rodri	Questionable	Leg Injury	Manchester City	Man City	50	1208029	2024-08-18T15:30:00+00:00
18741	C. Coady	Missing Fixture	Thigh Injury	Leicester	Leicester	46	1208030	2024-08-19T19:00:00+00:00
1098	P. Daka	Missing Fixture	Ankle Injury	Leicester	Leicester	46	1208030	2024-08-19T19:00:00+00:00
405905	N. Opoku	Questionable	Broken Leg	Leicester	Leicester	46	1208030	2024-08-19T19:00:00+00:00
152969	L. Thomas	Questionable	Injury	Leicester	Leicester	46	1208030	2024-08-19T19:00:00+00:00
18968	Y. Bissouma	Missing Fixture	Suspended	Tottenham	Tottenham	47	1208030	2024-08-19T19:00:00+00:00
18932	F. Forster	Missing Fixture	Ankle Injury	Tottenham	Tottenham	47	1208030	2024-08-19T19:00:00+00:00
18973	S. March	Missing Fixture	Knee Injury	Brighton	Brighton	51	1208033	2024-08-24T11:30:00+00:00
129058	B. Verbruggen	Missing Fixture	Injury	Brighton	Brighton	51	1208033	2024-08-24T11:30:00+00:00
46731	P. Estupinan	Questionable	Ankle Injury	Brighton	Brighton	51	1208033	2024-08-24T11:30:00+00:00
129643	E. Ferguson	Questionable	Ankle Injury	Brighton	Brighton	51	1208033	2024-08-24T11:30:00+00:00
288006	R. Hojlund	Missing Fixture	Muscle Injury	Manchester United	Man United	33	1208033	2024-08-24T11:30:00+00:00
889	V. Lindelof	Missing Fixture	Injury	Manchester United	Man United	33	1208033	2024-08-24T11:30:00+00:00
37145	T. Malacia	Missing Fixture	Knee Injury	Manchester United	Man United	33	1208033	2024-08-24T11:30:00+00:00
891	L. Shaw	Missing Fixture	Health problems	Manchester United	Man United	33	1208033	2024-08-24T11:30:00+00:00
342970	L. Yoro	Missing Fixture	Ankle Injury	Manchester United	Man United	33	1208033	2024-08-24T11:30:00+00:00
311157	Matheus Franca	Missing Fixture	Muscle Injury	Crystal Palace	Crystal Palace	52	1208034	2024-08-24T14:00:00+00:00
18806	W. Hughes	Questionable	Illness	Crystal Palace	Crystal Palace	52	1208034	2024-08-24T14:00:00+00:00
18741	C. Coady	Missing Fixture	Thigh Injury	Leicester	Leicester	46	1208035	2024-08-24T14:00:00+00:00
1098	P. Daka	Missing Fixture	Ankle Injury	Leicester	Leicester	46	1208035	2024-08-24T14:00:00+00:00
405905	N. Opoku	Missing Fixture	Broken Leg	Leicester	Leicester	46	1208035	2024-08-24T14:00:00+00:00
152970	J. Stolarczyk	Missing Fixture	Ankle Injury	Leicester	Leicester	46	1208035	2024-08-24T14:00:00+00:00
152969	L. Thomas	Questionable	Injury	Leicester	Leicester	46	1208035	2024-08-24T14:00:00+00:00
278133	O. Bobb	Missing Fixture	Leg Injury	Manchester City	Man City	50	1208037	2024-08-24T14:00:00+00:00
44	Rodri	Questionable	Leg Injury	Manchester City	Man City	50	1208037	2024-08-24T14:00:00+00:00
126791	N. Broadhead	Missing Fixture	Thigh Injury	Ipswich	Ipswich	57	1208037	2024-08-24T14:00:00+00:00
20089	W. Burns	Missing Fixture	Thigh Injury	Ipswich	Ipswich	57	1208037	2024-08-24T14:00:00+00:00
138836	H. Clarke	Missing Fixture	Achilles Tendon Injury	Ipswich	Ipswich	57	1208037	2024-08-24T14:00:00+00:00
20167	J. Donacien	Missing Fixture	Groin Injury	Ipswich	Ipswich	57	1208037	2024-08-24T14:00:00+00:00
8794	G. Hirst	Missing Fixture	Knee Injury	Ipswich	Ipswich	57	1208037	2024-08-24T14:00:00+00:00
19130	K. Phillips	Missing Fixture	Injury	Ipswich	Ipswich	57	1208037	2024-08-24T14:00:00+00:00
105971	G. Bazunu	Missing Fixture	Achilles Tendon Injury	Southampton	Southampton	41	1208038	2024-08-24T14:00:00+00:00
295	A. Lallana	Questionable	Injury	Southampton	Southampton	41	1208038	2024-08-24T14:00:00+00:00
284264	J. Larios	Questionable	Lacking Match Fitness	Southampton	Southampton	41	1208038	2024-08-24T14:00:00+00:00
45078	R. Stewart	Questionable	Injury	Southampton	Southampton	41	1208038	2024-08-24T14:00:00+00:00
199837	K. Sulemana	Questionable	Ankle Injury	Southampton	Southampton	41	1208038	2024-08-24T14:00:00+00:00
275170	Danilo	Missing Fixture	Ankle Injury	Nottingham Forest	Nott'm Forest	65	1208038	2024-08-24T14:00:00+00:00
863	R. Bentancur	Missing Fixture	Head Injury	Tottenham	Tottenham	47	1208039	2024-08-24T14:00:00+00:00
18883	D. Solanke	Missing Fixture	Ankle Injury	Tottenham	Tottenham	47	1208039	2024-08-24T14:00:00+00:00
17661	J. Branthwaite	Missing Fixture	Groin Injury	Everton	Everton	45	1208039	2024-08-24T14:00:00+00:00
330412	Chermiti	Missing Fixture	Ankle Injury	Everton	Everton	45	1208039	2024-08-24T14:00:00+00:00
18758	S. Coleman	Missing Fixture	Calf Injury	Everton	Everton	45	1208039	2024-08-24T14:00:00+00:00
895	J. Garner	Missing Fixture	Calf Injury	Everton	Everton	45	1208039	2024-08-24T14:00:00+00:00
138417	N. Patterson	Missing Fixture	Thigh Injury	Everton	Everton	45	1208039	2024-08-24T14:00:00+00:00
894	A. Young	Missing Fixture	Red Card	Everton	Everton	45	1208039	2024-08-24T14:00:00+00:00
1904	B. Kamara	Missing Fixture	Knee Injury	Aston Villa	Aston Villa	66	1208032	2024-08-24T16:30:00+00:00
19179	T. Mings	Missing Fixture	Knee Injury	Aston Villa	Aston Villa	66	1208032	2024-08-24T16:30:00+00:00
643	Gabriel Jesus	Missing Fixture	Groin Injury	Arsenal	Arsenal	42	1208032	2024-08-24T16:30:00+00:00
1117	K. Tierney	Missing Fixture	Muscle Injury	Arsenal	Arsenal	42	1208032	2024-08-24T16:30:00+00:00
2597	T. Tomiyasu	Missing Fixture	Knee Injury	Arsenal	Arsenal	42	1208032	2024-08-24T16:30:00+00:00
41725	F. Vieira	Questionable	Groin Injury	Arsenal	Arsenal	42	1208032	2024-08-24T16:30:00+00:00
1150	T. Adams	Missing Fixture	Back Injury	Bournemouth	Bournemouth	35	1208031	2024-08-25T13:00:00+00:00
18870	D. Brooks	Missing Fixture	Shoulder Injury	Bournemouth	Bournemouth	35	1208031	2024-08-25T13:00:00+00:00
47499	E. Unal	Missing Fixture	Ankle Injury	Bournemouth	Bournemouth	35	1208031	2024-08-25T13:00:00+00:00
38734	S. Botman	Missing Fixture	Knee Injury	Newcastle	Newcastle	34	1208031	2024-08-25T13:00:00+00:00
18894	J. Lascelles	Missing Fixture	Knee Injury	Newcastle	Newcastle	34	1208031	2024-08-25T13:00:00+00:00
328105	L. Miley	Missing Fixture	Back Injury	Newcastle	Newcastle	34	1208031	2024-08-25T13:00:00+00:00
2806	F. Schar	Missing Fixture	Red Card	Newcastle	Newcastle	34	1208031	2024-08-25T13:00:00+00:00
31146	S. Tonali	Missing Fixture	Suspended	Newcastle	Newcastle	34	1208031	2024-08-25T13:00:00+00:00
138906	J. White	Missing Fixture	Injury	Newcastle	Newcastle	34	1208031	2024-08-25T13:00:00+00:00
2939	C. Wilson	Missing Fixture	Back Injury	Newcastle	Newcastle	34	1208031	2024-08-25T13:00:00+00:00
380653	L. Chiwome	Missing Fixture	Ankle Injury	Wolves	Wolves	39	1208040	2024-08-25T13:00:00+00:00
385726	E. Gonzalez	Missing Fixture	Knee Injury	Wolves	Wolves	39	1208040	2024-08-25T13:00:00+00:00
7722	S. Kalajdzic	Missing Fixture	Knee Injury	Wolves	Wolves	39	1208040	2024-08-25T13:00:00+00:00
130	N. Semedo	Missing Fixture	Suspended	Wolves	Wolves	39	1208040	2024-08-25T13:00:00+00:00
19362	J. Dasilva	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208036	2024-08-25T15:30:00+00:00
19346	R. Henry	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208036	2024-08-25T15:30:00+00:00
44871	A. Hickey	Missing Fixture	Thigh Injury	Brentford	Brentford	55	1208036	2024-08-25T15:30:00+00:00
196156	I. Thiago	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208036	2024-08-25T15:30:00+00:00
643	Gabriel Jesus	Missing Fixture	Groin Injury	Arsenal	Arsenal	42	1208041	2024-08-31T11:30:00+00:00
47311	M. Merino	Missing Fixture	Shoulder Injury	Arsenal	Arsenal	42	1208041	2024-08-31T11:30:00+00:00
1117	K. Tierney	Missing Fixture	Muscle Injury	Arsenal	Arsenal	42	1208041	2024-08-31T11:30:00+00:00
2597	T. Tomiyasu	Missing Fixture	Knee Injury	Arsenal	Arsenal	42	1208041	2024-08-31T11:30:00+00:00
18973	S. March	Missing Fixture	Knee Injury	Brighton	Brighton	51	1208041	2024-08-31T11:30:00+00:00
19030	M. O'Riley	Missing Fixture	Ankle Injury	Brighton	Brighton	51	1208041	2024-08-31T11:30:00+00:00
328225	B. Gruda	Questionable	Lacking Match Fitness	Brighton	Brighton	51	1208041	2024-08-31T11:30:00+00:00
92993	M. Wieffer	Questionable	Lacking Match Fitness	Brighton	Brighton	51	1208041	2024-08-31T11:30:00+00:00
19362	J. Dasilva	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208042	2024-08-31T14:00:00+00:00
19346	R. Henry	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208042	2024-08-31T14:00:00+00:00
44871	A. Hickey	Missing Fixture	Thigh Injury	Brentford	Brentford	55	1208042	2024-08-31T14:00:00+00:00
196156	I. Thiago	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208042	2024-08-31T14:00:00+00:00
105971	G. Bazunu	Missing Fixture	Achilles Tendon Injury	Southampton	Southampton	41	1208042	2024-08-31T14:00:00+00:00
45078	R. Stewart	Missing Fixture	Injury	Southampton	Southampton	41	1208042	2024-08-31T14:00:00+00:00
199837	K. Sulemana	Questionable	Ankle Injury	Southampton	Southampton	41	1208042	2024-08-31T14:00:00+00:00
17661	J. Branthwaite	Missing Fixture	Groin Injury	Everton	Everton	45	1208044	2024-08-31T14:00:00+00:00
330412	Chermiti	Missing Fixture	Ankle Injury	Everton	Everton	45	1208044	2024-08-31T14:00:00+00:00
138417	N. Patterson	Missing Fixture	Thigh Injury	Everton	Everton	45	1208044	2024-08-31T14:00:00+00:00
1150	T. Adams	Missing Fixture	Back Injury	Bournemouth	Bournemouth	35	1208044	2024-08-31T14:00:00+00:00
47499	E. Unal	Missing Fixture	Ankle Injury	Bournemouth	Bournemouth	35	1208044	2024-08-31T14:00:00+00:00
126791	N. Broadhead	Missing Fixture	Thigh Injury	Ipswich	Ipswich	57	1208045	2024-08-31T14:00:00+00:00
20089	W. Burns	Missing Fixture	Thigh Injury	Ipswich	Ipswich	57	1208045	2024-08-31T14:00:00+00:00
138836	H. Clarke	Missing Fixture	Achilles Tendon Injury	Ipswich	Ipswich	57	1208045	2024-08-31T14:00:00+00:00
20167	J. Donacien	Missing Fixture	Groin Injury	Ipswich	Ipswich	57	1208045	2024-08-31T14:00:00+00:00
8794	G. Hirst	Missing Fixture	Knee Injury	Ipswich	Ipswich	57	1208045	2024-08-31T14:00:00+00:00
1098	P. Daka	Missing Fixture	Ankle Injury	Leicester	Leicester	46	1208046	2024-08-31T14:00:00+00:00
405905	N. Opoku	Missing Fixture	Broken Leg	Leicester	Leicester	46	1208046	2024-08-31T14:00:00+00:00
152970	J. Stolarczyk	Missing Fixture	Ankle Injury	Leicester	Leicester	46	1208046	2024-08-31T14:00:00+00:00
19298	M. Cash	Missing Fixture	Thigh Injury	Aston Villa	Aston Villa	66	1208046	2024-08-31T14:00:00+00:00
21090	Diego Carlos	Missing Fixture	Injury	Aston Villa	Aston Villa	66	1208046	2024-08-31T14:00:00+00:00
1904	B. Kamara	Missing Fixture	Knee Injury	Aston Villa	Aston Villa	66	1208046	2024-08-31T14:00:00+00:00
19179	T. Mings	Missing Fixture	Knee Injury	Aston Villa	Aston Villa	66	1208046	2024-08-31T14:00:00+00:00
275170	Danilo	Missing Fixture	Ankle Injury	Nottingham Forest	Nott'm Forest	65	1208049	2024-08-31T14:00:00+00:00
380653	L. Chiwome	Missing Fixture	Ankle Injury	Wolves	Wolves	39	1208049	2024-08-31T14:00:00+00:00
385726	E. Gonzalez	Missing Fixture	Knee Injury	Wolves	Wolves	39	1208049	2024-08-31T14:00:00+00:00
7722	S. Kalajdzic	Missing Fixture	Knee Injury	Wolves	Wolves	39	1208049	2024-08-31T14:00:00+00:00
157912	B. Traore	Questionable	Knee Injury	Wolves	Wolves	39	1208049	2024-08-31T14:00:00+00:00
18813	A. Cresswell	Missing Fixture	Thigh Injury	West Ham	West Ham	48	1208050	2024-08-31T16:30:00+00:00
278133	O. Bobb	Missing Fixture	Leg Injury	Manchester City	Man City	50	1208050	2024-08-31T16:30:00+00:00
631	P. Foden	Questionable	Illness	Manchester City	Man City	50	1208050	2024-08-31T16:30:00+00:00
282125	R. Lavia	Questionable	Thigh Injury	Chelsea	Chelsea	49	1208043	2024-09-01T12:30:00+00:00
311157	Matheus Franca	Missing Fixture	Muscle Injury	Crystal Palace	Crystal Palace	52	1208043	2024-09-01T12:30:00+00:00
278898	C. Riad	Missing Fixture	Knee Injury	Crystal Palace	Crystal Palace	52	1208043	2024-09-01T12:30:00+00:00
38734	S. Botman	Missing Fixture	Knee Injury	Newcastle	Newcastle	34	1208048	2024-09-01T12:30:00+00:00
18894	J. Lascelles	Missing Fixture	Knee Injury	Newcastle	Newcastle	34	1208048	2024-09-01T12:30:00+00:00
328105	L. Miley	Missing Fixture	Back Injury	Newcastle	Newcastle	34	1208048	2024-09-01T12:30:00+00:00
2806	F. Schar	Missing Fixture	Red Card	Newcastle	Newcastle	34	1208048	2024-09-01T12:30:00+00:00
2939	C. Wilson	Missing Fixture	Back Injury	Newcastle	Newcastle	34	1208048	2024-09-01T12:30:00+00:00
1463	J. Willock	Questionable	Thigh Injury	Newcastle	Newcastle	34	1208048	2024-09-01T12:30:00+00:00
2413	Richarlison	Missing Fixture	Injury	Tottenham	Tottenham	47	1208048	2024-09-01T12:30:00+00:00
18883	D. Solanke	Missing Fixture	Ankle Injury	Tottenham	Tottenham	47	1208048	2024-09-01T12:30:00+00:00
288006	R. Hojlund	Missing Fixture	Muscle Injury	Manchester United	Man United	33	1208047	2024-09-01T15:00:00+00:00
889	V. Lindelof	Missing Fixture	Injury	Manchester United	Man United	33	1208047	2024-09-01T15:00:00+00:00
37145	T. Malacia	Missing Fixture	Knee Injury	Manchester United	Man United	33	1208047	2024-09-01T15:00:00+00:00
19220	M. Mount	Missing Fixture	Muscle Injury	Manchester United	Man United	33	1208047	2024-09-01T15:00:00+00:00
891	L. Shaw	Missing Fixture	Health problems	Manchester United	Man United	33	1208047	2024-09-01T15:00:00+00:00
342970	L. Yoro	Missing Fixture	Ankle Injury	Manchester United	Man United	33	1208047	2024-09-01T15:00:00+00:00
30410	F. Chiesa	Questionable	Injury	Liverpool	Liverpool	40	1208047	2024-09-01T15:00:00+00:00
293	C. Jones	Questionable	Injury	Liverpool	Liverpool	40	1208047	2024-09-01T15:00:00+00:00
105971	G. Bazunu	Missing Fixture	Achilles Tendon Injury	Southampton	Southampton	41	1208058	2024-09-14T11:30:00+00:00
199837	K. Sulemana	Missing Fixture	Ankle Injury	Southampton	Southampton	41	1208058	2024-09-14T11:30:00+00:00
288006	R. Hojlund	Missing Fixture	Muscle Injury	Manchester United	Man United	33	1208058	2024-09-14T11:30:00+00:00
889	V. Lindelof	Missing Fixture	Injury	Manchester United	Man United	33	1208058	2024-09-14T11:30:00+00:00
37145	T. Malacia	Missing Fixture	Knee Injury	Manchester United	Man United	33	1208058	2024-09-14T11:30:00+00:00
19220	M. Mount	Missing Fixture	Muscle Injury	Manchester United	Man United	33	1208058	2024-09-14T11:30:00+00:00
891	L. Shaw	Missing Fixture	Health problems	Manchester United	Man United	33	1208058	2024-09-14T11:30:00+00:00
342970	L. Yoro	Missing Fixture	Ankle Injury	Manchester United	Man United	33	1208058	2024-09-14T11:30:00+00:00
104	Carlos Vinicius	Missing Fixture	Injury	Fulham	Fulham	36	1208055	2024-09-14T14:00:00+00:00
25391	N. Fullkrug	Questionable	Achilles Tendon Injury	West Ham	West Ham	48	1208055	2024-09-14T14:00:00+00:00
18973	S. March	Missing Fixture	Knee Injury	Brighton	Brighton	51	1208053	2024-09-14T14:00:00+00:00
296	J. Milner	Missing Fixture	Thigh Injury	Brighton	Brighton	51	1208053	2024-09-14T14:00:00+00:00
19030	M. O'Riley	Missing Fixture	Ankle Injury	Brighton	Brighton	51	1208053	2024-09-14T14:00:00+00:00
328225	B. Gruda	Questionable	Lacking Match Fitness	Brighton	Brighton	51	1208053	2024-09-14T14:00:00+00:00
92993	M. Wieffer	Questionable	Lacking Match Fitness	Brighton	Brighton	51	1208053	2024-09-14T14:00:00+00:00
126791	N. Broadhead	Missing Fixture	Thigh Injury	Ipswich	Ipswich	57	1208053	2024-09-14T14:00:00+00:00
138836	H. Clarke	Missing Fixture	Achilles Tendon Injury	Ipswich	Ipswich	57	1208053	2024-09-14T14:00:00+00:00
20167	J. Donacien	Missing Fixture	Groin Injury	Ipswich	Ipswich	57	1208053	2024-09-14T14:00:00+00:00
19720	T. Chalobah	Missing Fixture	Injury	Crystal Palace	Crystal Palace	52	1208054	2024-09-14T14:00:00+00:00
1440	R. Holding	Missing Fixture	Lacking Match Fitness	Crystal Palace	Crystal Palace	52	1208054	2024-09-14T14:00:00+00:00
311157	Matheus Franca	Missing Fixture	Muscle Injury	Crystal Palace	Crystal Palace	52	1208054	2024-09-14T14:00:00+00:00
278898	C. Riad	Missing Fixture	Knee Injury	Crystal Palace	Crystal Palace	52	1208054	2024-09-14T14:00:00+00:00
1098	P. Daka	Missing Fixture	Ankle Injury	Leicester	Leicester	46	1208054	2024-09-14T14:00:00+00:00
1135	O. Edouard	Missing Fixture	Lacking Match Fitness	Leicester	Leicester	46	1208054	2024-09-14T14:00:00+00:00
405905	N. Opoku	Missing Fixture	Broken Leg	Leicester	Leicester	46	1208054	2024-09-14T14:00:00+00:00
152970	J. Stolarczyk	Missing Fixture	Ankle Injury	Leicester	Leicester	46	1208054	2024-09-14T14:00:00+00:00
19035	H. Elliott	Missing Fixture	Broken ankle	Liverpool	Liverpool	40	1208056	2024-09-14T14:00:00+00:00
30410	F. Chiesa	Questionable	Lacking Match Fitness	Liverpool	Liverpool	40	1208056	2024-09-14T14:00:00+00:00
275170	Danilo	Missing Fixture	Ankle Injury	Nottingham Forest	Nott'm Forest	65	1208056	2024-09-14T14:00:00+00:00
18739	W. Boly	Questionable	Calf Injury	Nottingham Forest	Nott'm Forest	65	1208056	2024-09-14T14:00:00+00:00
22149	I. Sangare	Questionable	Lacking Match Fitness	Nottingham Forest	Nott'm Forest	65	1208056	2024-09-14T14:00:00+00:00
18861	N. Ake	Missing Fixture	Muscle Injury	Manchester City	Man City	50	1208057	2024-09-14T14:00:00+00:00
278133	O. Bobb	Missing Fixture	Leg Injury	Manchester City	Man City	50	1208057	2024-09-14T14:00:00+00:00
19362	J. Dasilva	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208057	2024-09-14T14:00:00+00:00
427736	Gustavo Nunes	Missing Fixture	Back Injury	Brentford	Brentford	55	1208057	2024-09-14T14:00:00+00:00
19346	R. Henry	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208057	2024-09-14T14:00:00+00:00
44871	A. Hickey	Missing Fixture	Thigh Injury	Brentford	Brentford	55	1208057	2024-09-14T14:00:00+00:00
47438	M. Jensen	Missing Fixture	Knock	Brentford	Brentford	55	1208057	2024-09-14T14:00:00+00:00
196156	I. Thiago	Missing Fixture	Knee Injury	Brentford	Brentford	55	1208057	2024-09-14T14:00:00+00:00
983	L. Bailey	Missing Fixture	Muscle Injury	Aston Villa	Aston Villa	66	1208052	2024-09-14T16:30:00+00:00
19298	M. Cash	Missing Fixture	Thigh Injury	Aston Villa	Aston Villa	66	1208052	2024-09-14T16:30:00+00:00
1904	B. Kamara	Missing Fixture	Knee Injury	Aston Villa	Aston Villa	66	1208052	2024-09-14T16:30:00+00:00
19179	T. Mings	Missing Fixture	Knee Injury	Aston Villa	Aston Villa	66	1208052	2024-09-14T16:30:00+00:00
17661	J. Branthwaite	Missing Fixture	Groin Injury	Everton	Everton	45	1208052	2024-09-14T16:30:00+00:00
138822	A. Broja	Missing Fixture	Calf Injury	Everton	Everton	45	1208052	2024-09-14T16:30:00+00:00
330412	Chermiti	Missing Fixture	Ankle Injury	Everton	Everton	45	1208052	2024-09-14T16:30:00+00:00
138417	N. Patterson	Missing Fixture	Thigh Injury	Everton	Everton	45	1208052	2024-09-14T16:30:00+00:00
18758	S. Coleman	Questionable	Calf Injury	Everton	Everton	45	1208052	2024-09-14T16:30:00+00:00
1150	T. Adams	Missing Fixture	Back Injury	Bournemouth	Bournemouth	35	1208051	2024-09-14T19:00:00+00:00
2273	K. Arrizabalaga	Missing Fixture	Loan agreement	Bournemouth	Bournemouth	35	1208051	2024-09-14T19:00:00+00:00
284797	D. Ouattara	Missing Fixture	Ankle Injury	Bournemouth	Bournemouth	35	1208051	2024-09-14T19:00:00+00:00
161907	M. Gusto	Missing Fixture	Thigh Injury	Chelsea	Chelsea	49	1208051	2024-09-14T19:00:00+00:00
19545	R. James	Missing Fixture	Muscle Injury	Chelsea	Chelsea	49	1208051	2024-09-14T19:00:00+00:00
329347	O. Kellyman	Missing Fixture	Muscle Injury	Chelsea	Chelsea	49	1208051	2024-09-14T19:00:00+00:00
